pl_name,hostname,default_flag,sy_snum,sy_pnum,disc_year,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,sy_dist,sy_disterr1,sy_disterr2,releasedate
Kepler-75 b,Kepler-75,0,1,1,2013,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,8.884922995,1.636e-06,-1.636e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5160.0,123.0,-123.0,0.0,-0.0039,0.12,-0.14,0.0,-0.21487,0.0233,-0.02263,0.0,835.356,18.761,-17.968,2018-09-25
Kepler-75 b,Kepler-75,0,1,1,2013,Published Confirmed,0,8.88492372,1.6e-07,-1.6e-07,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5160.0,123.0,-123.0,0.0,-0.0039,0.12,-0.14,0.0,-0.21487,0.0233,-0.02263,0.0,835.356,18.761,-17.968,2016-07-28
Kepler-75 b,Kepler-75,0,1,1,2013,Published Confirmed,0,8.8849212844,9.0145e-06,-9.0145e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5160.0,123.0,-123.0,0.0,-0.0039,0.12,-0.14,0.0,-0.21487,0.0233,-0.02263,0.0,835.356,18.761,-17.968,2019-04-18
Kepler-750 b,Kepler-750,0,1,2,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,3.313,0.191,-0.166,0.0,0.29556606,0.01703988,-0.01480953,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5948.0,119.0,-119.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,1296.02,33.645,-33.645,2018-09-06
Kepler-750 c,Kepler-750,0,1,2,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.777,0.104,-0.125,0.0,0.15853332,0.00927826,-0.01115175,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5948.0,119.0,-119.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,1296.02,33.645,-33.645,2018-09-06
Kepler-751 b,Kepler-751,0,1,1,2016,Published Confirmed,0,17.44496257,2.41e-06,-2.41e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5327.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.26401,0.0233,-0.02263,0.0,760.43,13.98,-13.493,2016-07-28
Kepler-751 b,Kepler-751,0,1,1,2016,Published Confirmed,0,17.4442401479,1.59217e-05,-1.59217e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5327.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.26401,0.0233,-0.02263,0.0,760.43,13.98,-13.493,2019-04-18
Kepler-751 b,Kepler-751,0,1,1,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,17.44486016,4.901e-05,-4.901e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5327.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.26401,0.0233,-0.02263,0.0,760.43,13.98,-13.493,2018-09-25
Kepler-753 b,Kepler-753,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.891,0.298,-0.122,0.0,0.16870372,0.02658578,-0.01088411,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4251.0,85.0,-85.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,274.767,1.753,-1.731,2018-09-06
Kepler-756 b,Kepler-756,0,1,1,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,1.224866441,4.135e-06,-4.135e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,586.531,7.6555,-7.526,2018-09-25
Kepler-756 b,Kepler-756,0,1,1,2016,Published Confirmed,0,1.2248642208,4.1766e-06,-4.1766e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,586.531,7.6555,-7.526,2019-04-18
Kepler-757 b,Kepler-757,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.423,0.111,-0.086,0.0,0.12695156,0.00990276,-0.00767241,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5365.0,107.0,-107.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,1068.68,36.7,-34.39,2018-09-06
Kepler-759 b,Kepler-759,0,1,1,2016,Published Confirmed,0,41.80695945,1.424e-05,-1.424e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,1073.48,7.6555,-7.526,2016-07-28
Kepler-760 b,Kepler-760,0,1,2,2016,Published Confirmed,0,8.70419734,1.64e-06,-1.64e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5162.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.27997,0.0233,-0.02263,0.0,792.336,16.454,-15.81,2016-07-28
Kepler-760 b,Kepler-760,0,1,2,2016,Published Confirmed,0,8.7041738579,1.21082e-05,-1.21082e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5162.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.27997,0.0233,-0.02263,0.0,792.336,16.454,-15.81,2019-04-18
Kepler-760 b,Kepler-760,0,1,2,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.855,0.363,-0.16,0.0,0.25470604,0.03238469,-0.01427424,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5239.0,105.0,-105.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,792.336,16.454,-15.81,2018-09-06
Kepler-760 b,Kepler-760,0,1,2,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,8.70420525,1.32e-05,-1.32e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5162.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.27997,0.0233,-0.02263,0.0,792.336,16.454,-15.81,2018-09-25
Kepler-760 c,Kepler-760,0,1,2,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,2.46697039,6.298e-06,-6.298e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5162.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.27997,0.0233,-0.02263,0.0,792.336,16.454,-15.81,2018-09-25
Kepler-760 c,Kepler-760,0,1,2,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.559,0.31,-0.106,0.0,0.13908466,0.02765635,-0.00945669,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5239.0,105.0,-105.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,792.336,16.454,-15.81,2018-09-06
Kepler-760 c,Kepler-760,0,1,2,2016,Published Confirmed,0,2.4669781906,8.9213e-06,-8.9213e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5162.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.27997,0.0233,-0.02263,0.0,792.336,16.454,-15.81,2019-04-18
Kepler-761 b,Kepler-761,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.1,0.289,-0.196,0.0,0.18734945,0.02578285,-0.01748595,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5675.0,114.0,-114.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,830.707,12.6345,-12.6345,2018-09-06
Kepler-763 b,Kepler-763,0,1,3,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.274,0.101,-0.097,0.0,0.11365867,0.00901062,-0.00865376,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4988.0,100.0,-100.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,962.459,30.184,-28.432,2018-09-06
Kepler-763 b,Kepler-763,0,1,3,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,1.196548464,3.749e-06,-3.749e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5080.0,123.0,-123.0,0.0,-0.0039,0.12,-0.14,0.0,-0.3339,0.0233,-0.02263,0.0,962.459,30.184,-28.432,2018-09-25
Kepler-763 b,Kepler-763,0,1,3,2016,Published Confirmed,0,1.1965525316,2.862e-06,-2.862e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5080.0,123.0,-123.0,0.0,-0.0039,0.12,-0.14,0.0,-0.3339,0.0233,-0.02263,0.0,962.459,30.184,-28.432,2019-04-18
Kepler-764 b,Kepler-764,0,1,1,2016,Published Confirmed,0,7.3368562888,5.52941e-05,-5.52941e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5495.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.13604,0.0233,-0.02263,0.0,1047.84,27.81,-26.44,2019-04-18
Kepler-764 b,Kepler-764,0,1,1,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,7.33685101,3.67e-05,-3.67e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5495.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.13604,0.0233,-0.02263,0.0,1047.84,27.81,-26.44,2018-09-25
Kepler-769 b,Kepler-769,0,1,2,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.315,0.143,-0.124,0.0,0.20653047,0.01275761,-0.01106254,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,6047.0,121.0,-121.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,1169.57,33.3,-31.54,2018-09-06
Kepler-769 c,Kepler-769,0,1,2,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.516,0.083,-0.188,0.0,0.13524846,0.00740476,-0.01677224,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,6047.0,121.0,-121.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,1169.57,33.3,-31.54,2018-09-06
Kepler-770 b,Kepler-770,0,1,3,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,18.92537246,5.231e-05,-5.231e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5493.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,0.05399,0.0233,-0.02263,0.0,930.457,19.353,-18.594,2018-09-25
Kepler-770 b,Kepler-770,0,1,3,2016,Published Confirmed,0,18.9254147562,5.34269e-05,-5.34269e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5493.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,0.05399,0.0233,-0.02263,0.0,930.457,19.353,-18.594,2019-04-18
Kepler-770 b,Kepler-770,0,1,3,2016,Published Confirmed,0,18.92549356,2.71e-06,-2.71e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5493.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,0.05399,0.0233,-0.02263,0.0,930.457,19.353,-18.594,2016-07-28
Kepler-770 c,Kepler-770,0,1,3,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.47,0.104,-0.076,0.0,0.13114462,0.00927826,-0.00678027,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4938.0,99.0,-99.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,930.457,19.353,-18.594,2018-09-06
Kepler-770 c,Kepler-770,0,1,3,2016,Published Confirmed,0,1.4753256004,6.8032e-06,-6.8032e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5493.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,0.05399,0.0233,-0.02263,0.0,930.457,19.353,-18.594,2019-04-18
Kepler-770 c,Kepler-770,0,1,3,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,1.475323222,4.392e-06,-4.392e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5493.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,0.05399,0.0233,-0.02263,0.0,930.457,19.353,-18.594,2018-09-25
Kepler-770 d,Kepler-770,0,1,3,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.904,0.427,-0.157,0.0,0.1698635,0.03809439,-0.0140066,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4938.0,99.0,-99.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,930.457,19.353,-18.594,2018-09-06
Kepler-770 d,Kepler-770,0,1,3,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,4.15246118,1.584e-05,-1.584e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5493.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,0.05399,0.0233,-0.02263,0.0,930.457,19.353,-18.594,2018-09-25
Kepler-770 d,Kepler-770,0,1,3,2016,Published Confirmed,0,4.1524641568,2.26978e-05,-2.26978e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5493.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,0.05399,0.0233,-0.02263,0.0,930.457,19.353,-18.594,2019-04-18
Kepler-772 b,Kepler-772,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.98,0.171,-0.148,0.0,0.26585779,0.0152556,-0.01320368,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5641.0,113.0,-113.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,1130.21,24.22,-24.22,2018-09-06
Kepler-773 b,Kepler-773,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.809,0.106,-0.362,0.0,0.16138817,0.00945669,-0.03229548,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5736.0,115.0,-115.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,547.026,4.308,-4.242,2018-09-06
Kepler-774 b,Kepler-774,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.277,0.127,-0.11,0.0,0.20314033,0.01133018,-0.00981354,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,6513.0,130.0,-130.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,917.804,18.846,-18.115,2018-09-06
Kepler-775 b,Kepler-775,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.169,0.061,-0.049,0.0,0.10429119,0.00544206,-0.00437149,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5354.0,107.0,-107.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,398.676,2.143,-2.12,2018-09-06
Kepler-776 b,Kepler-776,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.371,0.459,-0.14,0.0,0.12231243,0.04094924,-0.01248996,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5083.0,178.0,-178.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,727.904,14.068,-13.553,2018-09-06
Kepler-777 b,Kepler-777,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.619,0.078,-0.078,0.0,0.14443751,0.00695869,-0.00695869,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,3968.0,79.0,-79.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,443.106,7.012,-6.801,2018-09-06
Kepler-777 b,Kepler-777,0,1,1,2016,Published Confirmed,0,5.73,3.824e-05,-3.826e-05,0.0,1.62,0.08,-0.08,0.0,0.14452697,0.00713713,-0.00713713,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,443.106,7.012,-6.801,2025-07-17
Kepler-782 b,Kepler-782,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,3.344,0.163,-0.14,0.0,0.2983317,0.01454189,-0.01248996,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5684.0,114.0,-114.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,446.844,5.816,-5.671,2018-09-06
Kepler-783 b,Kepler-783,0,1,2,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,0.677,0.047,-0.054,0.0,0.06039789,0.00419306,-0.00481756,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5381.0,108.0,-108.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,516.09,4.699,-4.699,2018-09-06
Kepler-786 b,Kepler-786,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.303,0.119,-0.138,0.0,0.2054599,0.01061647,-0.01231154,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4772.0,95.0,-95.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,485.318,6.317,-6.317,2018-09-06
Kepler-787 b,Kepler-787,0,1,1,2016,Published Confirmed,0,0.93,3.824e-05,-3.826e-05,0.0,1.36,0.07,-0.07,0.0,0.12133128,0.00624499,-0.00624499,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,503.568,9.2435,-9.2435,2025-07-17
Kepler-787 b,Kepler-787,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.342,0.093,-0.077,0.0,0.11972522,0.0082969,-0.00686948,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4109.0,82.0,-82.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,503.568,9.2435,-9.2435,2018-09-06
Kepler-794 b,Kepler-794,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.39,0.137,-0.113,0.0,0.21322152,0.01222232,-0.01008118,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5995.0,120.0,-120.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,931.192,14.594,-14.594,2018-09-06
Kepler-796 b,Kepler-796,0,1,1,2016,Published Confirmed,0,6.4008380671,2.01369e-05,-2.01369e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5317.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,817.584,12.25,-11.899,2019-04-18
Kepler-796 b,Kepler-796,0,1,1,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,6.40087137,2.281e-05,-2.281e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5317.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,817.584,12.25,-11.899,2018-09-25
Kepler-80 b,Kepler-80,0,1,6,2012,Published Confirmed,0,7.053,3.824e-05,-3.826e-05,0.0,2.64,0.11,-0.11,0.0,0.236,0.01,-0.01,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,369.451,2.8945,-2.8945,2014-05-14
Kepler-80 b,Kepler-80,0,1,6,2012,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.592,0.116,-0.11,0.0,0.23124275,0.01034883,-0.00981354,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4665.0,93.0,-93.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,369.451,2.8945,-2.8945,2018-09-06
Kepler-80 c,Kepler-80,0,1,6,2012,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.594,0.121,-0.109,0.0,0.23142118,0.0107949,-0.00972433,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4665.0,93.0,-93.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,369.451,2.8945,-2.8945,2018-09-06
